2025-05-04 09:17:27.507 [info] (Client) Pylance async client (2025.4.1) started with python extension (2025.4.0)
2025-05-04 09:17:30.885 [info] [Info  - 9:17:30 AM] (11283) Server root directory: file:///root/.vscode/extensions/ms-python.vscode-pylance-2025.4.1/dist
2025-05-04 09:17:59.369 [info] [Info  - 9:17:59 AM] (11283) BG: indexed(3) 117 files over 1 exec env
2025-05-04 09:17:59.619 [info] [Info  - 9:17:59 AM] (11283) BG: Indexing finished(3).
2025-05-04 09:20:20.260 [info] [Info  - 9:20:20 AM] (11283) Starting service instance "<default>" for workspace ""
2025-05-04 09:20:20.455 [info] [Info  - 9:20:20 AM] (11283) Setting environmentName for service "<default>": "3.10.12 (global)"
2025-05-04 09:20:20.463 [info] [Info  - 9:20:20 AM] (11283) Setting pythonPath for service "<default>": "/bin/python3"
2025-05-04 09:20:20.466 [info] [Info  - 9:20:20 AM] (11283) No include entries specified; assuming /<default workspace root>
2025-05-04 09:20:20.469 [info] [Info  - 9:20:20 AM] (11283) Auto-excluding **/node_modules
2025-05-04 09:20:20.471 [info] [Info  - 9:20:20 AM] (11283) Auto-excluding **/__pycache__
2025-05-04 09:20:20.473 [info] [Info  - 9:20:20 AM] (11283) Auto-excluding **/.*
2025-05-04 09:20:20.612 [info] [Info  - 9:20:20 AM] (11283) Assuming Python version 3.10.12.final.0
2025-05-04 09:20:21.170 [info] [Error - 9:20:21 AM] (11283) File or directory "/<default workspace root>" does not exist.
2025-05-04 09:20:21.184 [info] [Info  - 9:20:21 AM] (11283) No source files found.
2025-05-04 09:20:26.087 [info] [Info  - 9:20:26 AM] (11283) BG: Priority queue background worker(5) root directory: file:///root/.vscode/extensions/ms-python.vscode-pylance-2025.4.1/dist
2025-05-04 09:20:26.095 [info] [Info  - 9:20:26 AM] (11283) BG: Priority queue background worker(5) started
2025-05-04 09:24:26.507 [info] [Info  - 9:24:26 AM] (11283) Found 2 source files
2025-05-04 09:31:00.906 [info] [Info  - 9:31:00 AM] (11283) Found 3 source files
2025-05-04 09:31:04.335 [info] [Info  - 9:31:04 AM] (11283) BG: [BG(1)] Long operation: analyzing: file:///etc/ansible/hosts/cron/run_playbook.py (3342ms)
2025-05-04 09:35:01.702 [info] [Info  - 9:35:01 AM] (11283) Found 4 source files
2025-05-04 09:35:05.284 [info] [Info  - 9:35:05 AM] (11283) BG: [BG(1)] Long operation: analyzing: file:///etc/ansible/hosts/cron/run_playbook.py (3513ms)
2025-05-04 09:35:08.264 [info] [Info  - 9:35:08 AM] (11283) BG: [BG(1)] Long operation: checking: file:///etc/ansible/hosts/cron/run_playbook.py (2854ms)
2025-05-04 09:35:08.264 [info] [Info  - 9:35:08 AM] (11283) BG: [BG(1)] Long operation: analyzing: file:///etc/ansible/hosts/cron/run_playbook.py (2857ms)
2025-05-04 09:36:09.614 [info] [Info  - 9:36:09 AM] (11283) Found 5 source files
2025-05-04 09:36:11.843 [info] [Info  - 9:36:11 AM] (11283) BG: [BG(1)] Long operation: analyzing: file:///etc/ansible/hosts/cron/run_playbook.py (2210ms)
